"store","price","vol","disp"
"BALTI/WASH - GIANT FOOD INC",3.798481,5002,0
"BALTI/WASH - SAFEWAY",3.186961,5445,0
"BALTI/WASH - SUPER FRESH",3.773333,1200,0
"MILWAUKEE - KOHLS FOOD STORE",3.076467,1857,0
"NEW ORLEANS - WINN DIXIE",2.466292,5874,0
"BUFFALO/ROCHESTER - TOPS MARKETS",3.240154,2336,0
"BUFFALO/ROCHESTER - WEGMANS",2.689936,8595,1
"CHARLOTTE - BI LO",2.333333,1458,0
"CHARLOTTE - HARRIS TEETER",2.50489,1636,0
"CHARLOTTE - WINN DIXIE",2.333566,2866,1
"CHARLOTTE - FOOD LION",2.521099,5569,1
"HARTFORD - STOP & SHOP",3.345036,1652,0
"JACKSONVILLE,FL - PUBLIX",2.659574,1645,1
"JACKSONVILLE,FL - WINN DIXIE",2.530103,2807,0
"JACKSONVILLE,FL - FOOD LION",2.637857,1400,1
"LOUISVILLE - KROGER CO",2.690085,4811,1
"LOUISVILLE - WINN DIXIE",2.599802,2019,1
"RICHMOND/NORFOLK - FOOD LION",2.560933,7418,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.507058,2692,0
"COLUMBUS,OH - BIG BEAR",3.233029,1532,1
"COLUMBUS,OH - KROGER CO",2.653284,5131,1
"LITTLE ROCK - HARVEST FOODS",2.997155,1406,0
"WICHITA - DILLON COMPANIES",2.65381,2152,1
"SOUTH CAROLINA - BI LO",2.333386,6353,1
"SOUTH CAROLINA - FOOD LION",2.526271,3559,1
"SOUTH CAROLINA - WINN DIXIE",2.386505,3379,0
"ORLANDO,FL - PUBLIX",2.677632,5168,1
"ORLANDO,FL - WINN DIXIE",2.581292,3389,1
"ORLANDO,FL - FOOD LION",2.596195,946,1
"SYRACUSE - P & C FOOD MARKE",3.273458,746,1
"SYRACUSE - PRICE CHOPPER",2.845638,596,1
"SYRACUSE - WEGMANS",2.664382,3501,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986711,5418,1
"SAN ANT/CORPUS CHR - H E BUTT",3.95685,10452,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.215393,10446,1
"BIRMINGHAM/MONTGOM - KROGER",2.164203,1894,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.299816,4346,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.543269,1872,1
"NEW YORK (NEW) - A & P",4.400252,3178,0
"NEW YORK (NEW) - PATHMARK",4.386542,4830,1
"NEW YORK (NEW) - WALDBAUMS",4.524695,1559,0
"ROANOKE (NEW) - FOOD LION",2.692308,3367,1
"ROANOKE (NEW) - KROGER CO",2.459663,5702,0
"LOS ANGELES - LUCKY",2.932975,19918,1
"LOS ANGELES - RALPHS",3.719792,6538,1
"LOS ANGELES - VONS",2.71772,20136,1
"CHICAGO - DOMINICK",3.149006,4275,0
"CHICAGO - JEWEL",3.011603,14393,1
"CHICAGO - OMNI",2.560988,3804,1
"HOUSTON - KROGER CO",2.422355,13536,1
"HOUSTON - RANDALLS",2.826722,5344,0
"PITTSBURGH - GIANT EAGLE",2.227082,4778,0
"DETROIT - FARMER JACKS",2.735474,8003,1
"DETROIT - KROGER CO",2.449836,6389,1
"CLEVELAND - STOP N SHOP",2.709564,2844,1
"ST. LOUIS - NATIONAL SUPER",2.810463,9634,1
"ST. LOUIS - SCHNUCK MARKETS",2.386583,20482,1
"DALLAS/FT. WORTH - ALBERTSONS",3.186754,3352,0
"DALLAS/FT. WORTH - KROGER CO",2.653495,7010,1
"DALLAS/FT. WORTH - TOM THUMB",2.666522,6900,1
"BOSTON - SHAWS",2.386084,3248,0
"BOSTON - STAR MARKET",2.387414,2034,0
"BOSTON - STOP & SHOP",2.403205,3931,0
"SAN FRANCISCO - LUCKY",3.656112,6095,1
"TAMPA/ST. PETE - KASH N KARRY",2.528297,3905,1
"TAMPA/ST. PETE - PUBLIX",2.386903,8338,1
"TAMPA/ST. PETE - WINN DIXIE",2.532543,5654,1
"DENVER - KING SOOPERS INC",2.638671,8156,1
"PHILADELPHIA - ACME MARKET",3.655724,3564,0
"ATLANTA - KROGER CO",2.376415,8395,1
"ATLANTA - WINN DIXIE",2.738042,2676,1
"CINCINNATI - KROGER CO",2.386453,5610,0
"INDIANAPOLIS - KROGER CO",2.652986,3801,1
"OKLAHOMA CITY - HOMELAND",2.386918,4143,1
"SACRAMENTO - RALEYS",3.320313,2432,1
"SAN DIEGO - LUCKY",2.994305,6497,1
"SAN DIEGO - RALPHS",3.718617,1880,1
"SALT LAKE CITY - SMITHS FOOD",2.386973,1827,1
"PHOENIX - SAFEWAY",2.65298,2265,1
"PHOENIX - FRY'S FOOD STORE",2.653611,4902,0
"PHOENIX - SMITHS FOOD",3.186559,1726,1
"MIAMI - PUBLIX",2.483068,14617,1
"MIAMI - WINN DIXIE",2.529294,7971,0
"NASHVILLE - KROGER CO",2.189823,4815,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.42421,2784,1
"RALEIGH/GREENSBORO - FOOD LION",2.475165,6966,1
"ALBANY,NY - PRICE CHOPPER",2.561728,1944,1
"BALTI/WASH - GIANT FOOD INC",3.795441,5133,0
"BALTI/WASH - SAFEWAY",3.186402,7001,1
"BALTI/WASH - SUPER FRESH",3.788668,1306,0
"MILWAUKEE - KOHLS FOOD STORE",3.044685,3603,1
"NEW ORLEANS - WINN DIXIE",2.597769,4572,0
"BUFFALO/ROCHESTER - TOPS MARKETS",3.253664,1774,1
"BUFFALO/ROCHESTER - WEGMANS",3.256181,2912,1
"CHARLOTTE - BI LO",2.346074,1439,0
"CHARLOTTE - HARRIS TEETER",2.472318,1734,0
"CHARLOTTE - WINN DIXIE",2.333333,2808,1
"CHARLOTTE - FOOD LION",2.52532,5075,1
"HARTFORD - STOP & SHOP",2.920232,3272,0
"JACKSONVILLE,FL - PUBLIX",2.484902,2848,1
"JACKSONVILLE,FL - WINN DIXIE",2.460834,3166,0
"JACKSONVILLE,FL - FOOD LION",2.675451,1442,1
"LOUISVILLE - KROGER CO",2.693066,3346,1
"LOUISVILLE - WINN DIXIE",2.599781,1829,1
"RICHMOND/NORFOLK - FOOD LION",2.495388,8022,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.531851,2339,0
"COLUMBUS,OH - BIG BEAR",3.205968,1374,1
"COLUMBUS,OH - KROGER CO",1.98681,11903,1
"LITTLE ROCK - HARVEST FOODS",2.650787,2477,1
"WICHITA - DILLON COMPANIES",2.728088,2453,0
"SOUTH CAROLINA - BI LO",2.346816,6675,1
"SOUTH CAROLINA - FOOD LION",2.524761,3453,1
"SOUTH CAROLINA - WINN DIXIE",2.386813,3185,1
"ORLANDO,FL - PUBLIX",2.440257,8093,1
"ORLANDO,FL - WINN DIXIE",2.533288,4431,0
"ORLANDO,FL - FOOD LION",2.49912,1136,1
"SYRACUSE - P & C FOOD MARKE",1.320011,15212,1
"SYRACUSE - PRICE CHOPPER",2.624086,1777,1
"SYRACUSE - WEGMANS",3.465433,1027,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986453,6791,1
"SAN ANT/CORPUS CHR - H E BUTT",3.85334,9655,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.299341,10326,1
"BIRMINGHAM/MONTGOM - KROGER",2.145992,2233,1
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.296769,5169,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.429428,2168,1
"NEW YORK (NEW) - A & P",3.949543,3171,0
"NEW YORK (NEW) - PATHMARK",3.063335,3742,1
"NEW YORK (NEW) - WALDBAUMS",4.517322,1703,0
"ROANOKE (NEW) - FOOD LION",2.683512,3166,0
"ROANOKE (NEW) - KROGER CO",2.481726,4843,1
"LOS ANGELES - LUCKY",2.900865,19529,1
"LOS ANGELES - RALPHS",3.719971,5453,1
"LOS ANGELES - VONS",3.741194,5479,1
"CHICAGO - DOMINICK",3.24289,4817,1
"CHICAGO - JEWEL",1.320004,90374,1
"CHICAGO - OMNI",2.740562,2278,1
"HOUSTON - KROGER CO",2.439342,13675,1
"HOUSTON - RANDALLS",3.678457,2177,0
"PITTSBURGH - GIANT EAGLE",2.200602,4317,0
"DETROIT - FARMER JACKS",2.737595,8384,1
"DETROIT - KROGER CO",2.485497,4861,0
"CLEVELAND - STOP N SHOP",2.512153,2304,1
"ST. LOUIS - NATIONAL SUPER",3.454382,3332,1
"ST. LOUIS - SCHNUCK MARKETS",2.432491,9621,1
"DALLAS/FT. WORTH - ALBERTSONS",3.453741,2713,0
"DALLAS/FT. WORTH - KROGER CO",2.672152,4740,1
"DALLAS/FT. WORTH - TOM THUMB",3.320342,3387,1
"BOSTON - SHAWS",2.386419,2857,0
"BOSTON - STAR MARKET",3.12218,532,0
"BOSTON - STOP & SHOP",2.687355,2159,0
"SAN FRANCISCO - LUCKY",2.99763,7172,1
"TAMPA/ST. PETE - KASH N KARRY",2.634812,4102,1
"TAMPA/ST. PETE - PUBLIX",2.516144,6287,0
"TAMPA/ST. PETE - WINN DIXIE",2.564503,6023,1
"DENVER - KING SOOPERS INC",3.556908,3778,0
"PHILADELPHIA - ACME MARKET",3.697953,2589,0
"ATLANTA - KROGER CO",2.386632,7286,1
"ATLANTA - WINN DIXIE",2.714286,2422,1
"CINCINNATI - KROGER CO",2.421125,5103,1
"INDIANAPOLIS - KROGER CO",2.653308,3219,1
"OKLAHOMA CITY - HOMELAND",2.391554,3836,1
"SACRAMENTO - RALEYS",3.853899,1321,0
"SAN DIEGO - LUCKY",3.018012,8050,1
"SAN DIEGO - RALPHS",3.720656,1525,1
"SALT LAKE CITY - SMITHS FOOD",3.054302,1197,1
"PHOENIX - SAFEWAY",2.654114,1726,1
"PHOENIX - FRY'S FOOD STORE",3.586264,1820,0
"PHOENIX - SMITHS FOOD",3.186586,1163,1
"MIAMI - PUBLIX",2.500662,12078,1
"MIAMI - WINN DIXIE",2.513454,8176,0
"NASHVILLE - KROGER CO",2.12,4000,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.416339,3048,1
"RALEIGH/GREENSBORO - FOOD LION",2.442649,6190,1
"ALBANY,NY - PRICE CHOPPER",3.050847,649,0
"BALTI/WASH - GIANT FOOD INC",3.79322,3540,0
"BALTI/WASH - SAFEWAY",4.11948,4076,1
"BALTI/WASH - SUPER FRESH",3.286002,993,0
"MILWAUKEE - KOHLS FOOD STORE",3.093085,1504,0
"NEW ORLEANS - WINN DIXIE",2.589687,5391,0
"BUFFALO/ROCHESTER - TOPS MARKETS",3.237684,2314,0
"BUFFALO/ROCHESTER - WEGMANS",3.270163,2269,1
"CHARLOTTE - BI LO",2.386351,1861,1
"CHARLOTTE - HARRIS TEETER",2.478664,1617,0
"CHARLOTTE - WINN DIXIE",2.333774,3029,1
"CHARLOTTE - FOOD LION",2.493884,4578,1
"HARTFORD - STOP & SHOP",3.365584,1447,0
"JACKSONVILLE,FL - PUBLIX",2.509804,1836,1
"JACKSONVILLE,FL - WINN DIXIE",2.495166,2793,0
"JACKSONVILLE,FL - FOOD LION",2.608211,1705,1
"LOUISVILLE - KROGER CO",2.684761,3445,1
"LOUISVILLE - WINN DIXIE",2.600102,1953,1
"RICHMOND/NORFOLK - FOOD LION",2.509973,7420,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.546697,2195,0
"COLUMBUS,OH - BIG BEAR",3.215923,1658,1
"COLUMBUS,OH - KROGER CO",2.653403,7112,1
"LITTLE ROCK - HARVEST FOODS",3.047843,1275,0
"WICHITA - DILLON COMPANIES",3.006639,1205,0
"SOUTH CAROLINA - BI LO",2.386605,7346,1
"SOUTH CAROLINA - FOOD LION",2.558712,4471,1
"SOUTH CAROLINA - WINN DIXIE",2.386593,4162,1
"ORLANDO,FL - PUBLIX",2.542663,5895,1
"ORLANDO,FL - WINN DIXIE",2.468827,4443,1
"ORLANDO,FL - FOOD LION",2.490814,1143,1
"SYRACUSE - P & C FOOD MARKE",3.363222,658,1
"SYRACUSE - PRICE CHOPPER",2.91939,459,1
"SYRACUSE - WEGMANS",3.48129,775,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986624,5906,1
"SAN ANT/CORPUS CHR - H E BUTT",3.853437,12104,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.325273,10628,1
"BIRMINGHAM/MONTGOM - KROGER",2.144991,2276,1
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.298537,4991,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.560598,1807,1
"NEW YORK (NEW) - A & P",2.711316,5868,0
"NEW YORK (NEW) - PATHMARK",4.386488,2916,1
"NEW YORK (NEW) - WALDBAUMS",4.452537,1222,0
"ROANOKE (NEW) - FOOD LION",2.61812,2053,0
"ROANOKE (NEW) - KROGER CO",2.448227,5640,1
"LOS ANGELES - LUCKY",2.994936,10860,1
"LOS ANGELES - RALPHS",3.73164,5038,1
"LOS ANGELES - VONS",3.746748,4766,0
"CHICAGO - DOMINICK",3.260206,4654,1
"CHICAGO - JEWEL",2.704049,76185,1
"CHICAGO - OMNI",2.726009,2949,1
"HOUSTON - KROGER CO",2.474849,11749,1
"HOUSTON - RANDALLS",3.347092,3319,0
"PITTSBURGH - GIANT EAGLE",2.244589,3234,0
"DETROIT - FARMER JACKS",2.711881,7962,1
"DETROIT - KROGER CO",2.738447,4198,0
"CLEVELAND - STOP N SHOP",2.563011,1833,1
"ST. LOUIS - NATIONAL SUPER",3.743956,1820,0
"ST. LOUIS - SCHNUCK MARKETS",2.751181,6137,1
"DALLAS/FT. WORTH - ALBERTSONS",3.186723,2817,0
"DALLAS/FT. WORTH - KROGER CO",2.653294,3415,1
"DALLAS/FT. WORTH - TOM THUMB",3.320029,2731,1
"BOSTON - SHAWS",2.38675,3351,0
"BOSTON - STAR MARKET",3.122399,817,0
"BOSTON - STOP & SHOP",2.622634,2430,0
"SAN FRANCISCO - LUCKY",2.986553,7362,1
"TAMPA/ST. PETE - KASH N KARRY",2.871969,3671,0
"TAMPA/ST. PETE - PUBLIX",2.513443,5765,0
"TAMPA/ST. PETE - WINN DIXIE",2.589241,5614,1
"DENVER - KING SOOPERS INC",3.527547,3376,1
"PHILADELPHIA - ACME MARKET",3.475602,4775,0
"ATLANTA - KROGER CO",2.355856,6438,1
"ATLANTA - WINN DIXIE",2.70325,2615,1
"CINCINNATI - KROGER CO",2.869379,4425,1
"INDIANAPOLIS - KROGER CO",2.653093,3217,1
"OKLAHOMA CITY - HOMELAND",2.430824,3108,1
"SACRAMENTO - RALEYS",3.740316,1394,1
"SAN DIEGO - LUCKY",3.0706,3966,1
"SAN DIEGO - RALPHS",3.720403,1588,1
"SALT LAKE CITY - SMITHS FOOD",3.052239,938,1
"PHOENIX - SAFEWAY",3.587065,804,0
"PHOENIX - FRY'S FOOD STORE",3.587137,964,0
"PHOENIX - SMITHS FOOD",3.186515,1142,1
"MIAMI - PUBLIX",2.50543,11234,1
"MIAMI - WINN DIXIE",2.508308,7944,0
"NASHVILLE - KROGER CO",2.225495,4142,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.408654,3120,1
"RALEIGH/GREENSBORO - FOOD LION",2.439301,7496,1
"ALBANY,NY - PRICE CHOPPER",3.053797,632,0
"BALTI/WASH - GIANT FOOD INC",3.053099,9567,1
"BALTI/WASH - SAFEWAY",4.120133,4212,1
"BALTI/WASH - SUPER FRESH",3.319483,2166,0
"MILWAUKEE - KOHLS FOOD STORE",3.10352,1449,0
"NEW ORLEANS - WINN DIXIE",2.607385,5606,1
"BUFFALO/ROCHESTER - TOPS MARKETS",1.97334,31395,1
"BUFFALO/ROCHESTER - WEGMANS",3.252369,2849,1
"CHARLOTTE - BI LO",2.386845,1794,1
"CHARLOTTE - HARRIS TEETER",2.460074,1628,0
"CHARLOTTE - WINN DIXIE",2.334069,3170,1
"CHARLOTTE - FOOD LION",2.472688,5492,1
"HARTFORD - STOP & SHOP",3.120118,1690,0
"JACKSONVILLE,FL - PUBLIX",2.546392,1552,1
"JACKSONVILLE,FL - WINN DIXIE",2.44845,2968,0
"JACKSONVILLE,FL - FOOD LION",2.614743,1438,1
"LOUISVILLE - KROGER CO",2.688537,4100,1
"LOUISVILLE - WINN DIXIE",2.59957,1396,1
"RICHMOND/NORFOLK - FOOD LION",2.478141,7228,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.572105,1900,0
"COLUMBUS,OH - BIG BEAR",3.563953,1032,1
"COLUMBUS,OH - KROGER CO",3.051433,3733,1
"LITTLE ROCK - HARVEST FOODS",2.928315,1674,0
"WICHITA - DILLON COMPANIES",3.11133,1015,1
"SOUTH CAROLINA - BI LO",2.386724,7698,1
"SOUTH CAROLINA - FOOD LION",2.534496,3899,1
"SOUTH CAROLINA - WINN DIXIE",2.386606,3748,1
"ORLANDO,FL - PUBLIX",2.515992,5409,1
"ORLANDO,FL - WINN DIXIE",2.422627,5816,1
"ORLANDO,FL - FOOD LION",2.479695,1182,1
"SYRACUSE - P & C FOOD MARKE",3.322581,558,1
"SYRACUSE - PRICE CHOPPER",2.95749,494,1
"SYRACUSE - WEGMANS",3.484985,666,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986489,5033,1
"SAN ANT/CORPUS CHR - H E BUTT",3.18667,11898,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.394089,9744,1
"BIRMINGHAM/MONTGOM - KROGER",2.152152,1952,1
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.307249,5035,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.60662,1571,1
"NEW YORK (NEW) - A & P",2.653372,9402,0
"NEW YORK (NEW) - PATHMARK",4.386281,3834,1
"NEW YORK (NEW) - WALDBAUMS",4.496073,1528,0
"ROANOKE (NEW) - FOOD LION",2.672422,2085,0
"ROANOKE (NEW) - KROGER CO",2.429705,5797,1
"LOS ANGELES - LUCKY",3.488021,7680,1
"LOS ANGELES - RALPHS",2.653446,12102,1
"LOS ANGELES - VONS",3.630784,5230,0
"CHICAGO - DOMINICK",3.261254,4976,1
"CHICAGO - JEWEL",3.298003,10567,0
"CHICAGO - OMNI",2.726054,2088,0
"HOUSTON - KROGER CO",2.470514,11938,1
"HOUSTON - RANDALLS",2.373047,10047,0
"PITTSBURGH - GIANT EAGLE",2.260774,2738,0
"DETROIT - FARMER JACKS",2.700568,6509,1
"DETROIT - KROGER CO",2.701488,3561,0
"CLEVELAND - STOP N SHOP",2.577212,1729,1
"ST. LOUIS - NATIONAL SUPER",3.739071,1464,0
"ST. LOUIS - SCHNUCK MARKETS",3.13169,5437,1
"DALLAS/FT. WORTH - ALBERTSONS",3.222183,2867,0
"DALLAS/FT. WORTH - KROGER CO",3.120874,2242,1
"DALLAS/FT. WORTH - TOM THUMB",3.319415,2395,0
"BOSTON - SHAWS",2.386467,3074,0
"BOSTON - STAR MARKET",3.123779,614,0
"BOSTON - STOP & SHOP",2.644126,2026,0
"SAN FRANCISCO - LUCKY",2.977455,7851,1
"TAMPA/ST. PETE - KASH N KARRY",2.857965,3823,0
"TAMPA/ST. PETE - PUBLIX",2.516065,6598,1
"TAMPA/ST. PETE - WINN DIXIE",2.587674,4819,1
"DENVER - KING SOOPERS INC",2.654044,9929,1
"PHILADELPHIA - ACME MARKET",3.432201,3621,0
"ATLANTA - KROGER CO",2.438999,6672,1
"ATLANTA - WINN DIXIE",2.748204,2506,1
"CINCINNATI - KROGER CO",2.902885,3882,1
"INDIANAPOLIS - KROGER CO",2.653341,3277,1
"OKLAHOMA CITY - HOMELAND",2.435363,3071,1
"SACRAMENTO - RALEYS",3.720238,1344,1
"SAN DIEGO - LUCKY",3.577589,2829,1
"SAN DIEGO - RALPHS",2.652932,3155,1
"SALT LAKE CITY - SMITHS FOOD",3.052104,998,1
"PHOENIX - SAFEWAY",2.386879,1631,1
"PHOENIX - FRY'S FOOD STORE",3.601174,2214,0
"PHOENIX - SMITHS FOOD",1.791122,4055,1
"MIAMI - PUBLIX",2.486935,11864,1
"MIAMI - WINN DIXIE",2.537475,8032,0
"NASHVILLE - KROGER CO",2.653193,3414,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.39323,2777,1
"RALEIGH/GREENSBORO - FOOD LION",2.470898,5515,1
"ALBANY,NY - PRICE CHOPPER",3.053245,601,0
"BALTI/WASH - GIANT FOOD INC",3.786045,3669,1
"BALTI/WASH - SAFEWAY",4.12007,3423,1
"BALTI/WASH - SUPER FRESH",3.8125,976,0
"MILWAUKEE - KOHLS FOOD STORE",3.078103,1434,0
"NEW ORLEANS - WINN DIXIE",2.546074,4699,1
"BUFFALO/ROCHESTER - TOPS MARKETS",3.262382,1696,1
"BUFFALO/ROCHESTER - WEGMANS",2.653135,8868,1
"CHARLOTTE - BI LO",2.387118,1537,1
"CHARLOTTE - HARRIS TEETER",2.449168,1623,0
"CHARLOTTE - WINN DIXIE",2.333552,3052,1
"CHARLOTTE - FOOD LION",2.469947,4492,1
"HARTFORD - STOP & SHOP",3.377343,1227,0
"JACKSONVILLE,FL - PUBLIX",2.517903,1927,1
"JACKSONVILLE,FL - WINN DIXIE",2.440529,3178,0
"JACKSONVILLE,FL - FOOD LION",2.626955,1343,1
"LOUISVILLE - KROGER CO",2.802253,799,1
"LOUISVILLE - WINN DIXIE",2.601071,1494,1
"RICHMOND/NORFOLK - FOOD LION",2.463708,5993,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.579193,1932,0
"COLUMBUS,OH - BIG BEAR",3.442392,1137,1
"COLUMBUS,OH - KROGER CO",3.053067,2299,0
"LITTLE ROCK - HARVEST FOODS",2.927856,1497,0
"WICHITA - DILLON COMPANIES",3.188034,1053,1
"SOUTH CAROLINA - BI LO",2.386709,7569,1
"SOUTH CAROLINA - FOOD LION",2.442574,3326,1
"SOUTH CAROLINA - WINN DIXIE",2.386656,2413,1
"ORLANDO,FL - PUBLIX",2.511986,6174,1
"ORLANDO,FL - WINN DIXIE",2.430943,5662,1
"ORLANDO,FL - FOOD LION",2.474074,1215,1
"SYRACUSE - P & C FOOD MARKE",3.351293,464,0
"SYRACUSE - PRICE CHOPPER",2.836323,446,0
"SYRACUSE - WEGMANS",2.653229,2679,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986553,5503,1
"SAN ANT/CORPUS CHR - H E BUTT",3.821555,9594,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.395845,10926,1
"BIRMINGHAM/MONTGOM - KROGER",2.617942,1594,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.216684,4675,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.627907,1376,1
"NEW YORK (NEW) - A & P",4.400642,2803,0
"NEW YORK (NEW) - PATHMARK",2.653377,39054,1
"NEW YORK (NEW) - WALDBAUMS",3.897652,1661,0
"ROANOKE (NEW) - FOOD LION",2.626052,3447,0
"ROANOKE (NEW) - KROGER CO",2.456313,5299,1
"LOS ANGELES - LUCKY",2.71217,16138,1
"LOS ANGELES - RALPHS",3.709632,4942,1
"LOS ANGELES - VONS",3.641638,4981,0
"CHICAGO - DOMINICK",2.65246,20084,1
"CHICAGO - JEWEL",3.280386,11395,0
"CHICAGO - OMNI",2.740873,2794,0
"HOUSTON - KROGER CO",2.493456,9016,1
"HOUSTON - RANDALLS",2.393158,9500,1
"PITTSBURGH - GIANT EAGLE",2.327844,2672,0
"DETROIT - FARMER JACKS",2.798821,5259,1
"DETROIT - KROGER CO",2.71933,4361,1
"CLEVELAND - STOP N SHOP",2.584435,1966,1
"ST. LOUIS - NATIONAL SUPER",2.51997,10541,1
"ST. LOUIS - SCHNUCK MARKETS",3.302692,6092,1
"DALLAS/FT. WORTH - ALBERTSONS",3.186522,3324,0
"DALLAS/FT. WORTH - KROGER CO",3.104167,1824,0
"DALLAS/FT. WORTH - TOM THUMB",3.319921,2535,0
"BOSTON - SHAWS",2.421813,3044,0
"BOSTON - STAR MARKET",3.119303,746,0
"BOSTON - STOP & SHOP",2.493401,1970,0
"SAN FRANCISCO - LUCKY",3.703,6734,1
"TAMPA/ST. PETE - KASH N KARRY",2.839654,4166,0
"TAMPA/ST. PETE - PUBLIX",2.483866,6477,1
"TAMPA/ST. PETE - WINN DIXIE",2.600118,5074,0
"DENVER - KING SOOPERS INC",2.834112,8343,1
"PHILADELPHIA - ACME MARKET",3.440088,5458,0
"ATLANTA - KROGER CO",2.379067,6086,1
"ATLANTA - WINN DIXIE",2.698337,2526,1
"CINCINNATI - KROGER CO",2.909579,3915,1
"INDIANAPOLIS - KROGER CO",2.653556,3839,1
"OKLAHOMA CITY - HOMELAND",2.412328,3131,1
"SACRAMENTO - RALEYS",2.78577,2572,1
"SAN DIEGO - LUCKY",2.715436,8195,1
"SAN DIEGO - RALPHS",3.720796,1558,1
"SALT LAKE CITY - SMITHS FOOD",3.987242,1019,1
"PHOENIX - SAFEWAY",2.386936,3414,1
"PHOENIX - FRY'S FOOD STORE",3.484314,2040,0
"PHOENIX - SMITHS FOOD",3.185547,1024,1
"MIAMI - PUBLIX",2.451861,10802,1
"MIAMI - WINN DIXIE",2.517414,8183,0
"NASHVILLE - KROGER CO",2.567089,3160,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.388511,2646,1
"RALEIGH/GREENSBORO - FOOD LION",2.454206,5361,1
"ALBANY,NY - PRICE CHOPPER",3.020305,591,0
"BALTI/WASH - GIANT FOOD INC",3.759914,3732,1
"BALTI/WASH - SAFEWAY",4.120929,3316,1
"BALTI/WASH - SUPER FRESH",3.840982,937,0
"MILWAUKEE - KOHLS FOOD STORE",2.692739,3209,1
"NEW ORLEANS - WINN DIXIE",2.632357,3857,1
"BUFFALO/ROCHESTER - TOPS MARKETS",3.261963,1630,1
"BUFFALO/ROCHESTER - WEGMANS",2.684721,8770,1
"CHARLOTTE - BI LO",2.386054,1764,1
"CHARLOTTE - HARRIS TEETER",2.458916,1789,0
"CHARLOTTE - WINN DIXIE",2.333208,2665,1
"CHARLOTTE - FOOD LION",2.454446,4577,1
"HARTFORD - STOP & SHOP",3.391963,1518,0
"JACKSONVILLE,FL - PUBLIX",2.499436,1774,1
"JACKSONVILLE,FL - WINN DIXIE",2.442132,3171,0
"JACKSONVILLE,FL - FOOD LION",2.604421,1312,1
"LOUISVILLE - KROGER CO",2.685828,2018,1
"LOUISVILLE - WINN DIXIE",2.599476,1528,1
"RICHMOND/NORFOLK - FOOD LION",2.448905,6028,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.544039,1862,0
"COLUMBUS,OH - BIG BEAR",3.439544,1315,1
"COLUMBUS,OH - KROGER CO",3.053286,3378,0
"LITTLE ROCK - HARVEST FOODS",2.926027,1095,0
"WICHITA - DILLON COMPANIES",3.188377,998,1
"SOUTH CAROLINA - BI LO",2.386776,8046,1
"SOUTH CAROLINA - FOOD LION",2.477231,3250,1
"SOUTH CAROLINA - WINN DIXIE",2.386861,3014,1
"ORLANDO,FL - PUBLIX",2.494045,6633,1
"ORLANDO,FL - WINN DIXIE",2.467334,5495,1
"ORLANDO,FL - FOOD LION",2.505473,1005,1
"SYRACUSE - P & C FOOD MARKE",3.302799,393,1
"SYRACUSE - PRICE CHOPPER",2.822917,384,0
"SYRACUSE - WEGMANS",2.66844,2820,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",1.986589,6562,1
"SAN ANT/CORPUS CHR - H E BUTT",3.250666,11258,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.355359,9973,1
"BIRMINGHAM/MONTGOM - KROGER",2.626453,1376,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.196785,4914,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.590062,1610,1
"NEW YORK (NEW) - A & P",4.40437,2792,0
"NEW YORK (NEW) - PATHMARK",4.386203,3537,1
"NEW YORK (NEW) - WALDBAUMS",3.453641,3721,0
