"deny","pi_exceed","black","poor_credit","selfemp","condomin","hschool","lvrat","pirat"
1,"no","yes","yes","no","no","yes",0.797,0.287
0,"no","no","no","no","yes","yes",0.65,0.316
0,"yes","no","no","no","no","yes",0.795,0.419
0,"yes","no","no","no","yes","yes",0.899,0.378
1,"yes","yes","no","no","yes","yes",0.748,0.44
1,"no","yes","yes","no","yes","yes",0.903,0.322
0,"yes","no","no","yes","yes","yes",0.75,0.373
1,"no","no","no","no","yes","yes",0.893,0.292
0,"no","no","no","no","no","yes",0.903,0.303
0,"no","no","no","no","no","yes",0.667,0.307
0,"no","yes","no","no","no","yes",0.746,0.32
0,"no","no","no","no","no","yes",0.798,0.332
0,"no","no","no","no","no","yes",0.538,0.339
0,"no","no","no","no","yes","yes",0.604,0.319
0,"no","no","no","yes","no","yes",0.694,0.292
0,"no","no","no","no","yes","yes",0.825,0.33
0,"yes","no","no","no","no","yes",0.797,0.383
1,"no","yes","no","no","no","yes",0.953,0.254
0,"no","no","no","no","yes","yes",0.631,0.316
0,"yes","no","no","no","no","yes",0.8,0.373
0,"yes","no","no","no","yes","yes",0.724,0.358
0,"no","no","yes","no","no","yes",0.799,0.33
0,"yes","yes","no","no","no","yes",0.754,0.38
0,"no","no","no","no","yes","yes",0.749,0.317
0,"yes","no","no","no","no","yes",0.929,0.385
0,"no","no","no","no","yes","yes",0.754,0.345
0,"no","no","no","no","no","yes",0.892,0.297
0,"no","no","no","no","yes","yes",0.756,0.276
0,"yes","yes","no","no","yes","yes",0.747,0.401
0,"yes","no","no","no","no","yes",0.647,0.356
0,"no","no","no","no","no","yes",0.735,0.302
0,"no","no","no","no","yes","yes",0.796,0.219
0,"no","no","no","no","no","yes",0.8,0.263
0,"no","no","no","no","no","yes",0.748,0.323
0,"yes","no","no","no","no","yes",0.799,0.356
0,"no","no","no","no","no","yes",0.797,0.308
0,"no","no","no","no","yes","yes",0.8,0.276
0,"yes","no","no","no","no","yes",0.8,0.366
0,"no","no","no","no","no","yes",0.536,0.332
0,"no","no","no","no","yes","yes",0.676,0.288
0,"no","no","no","no","yes","yes",0.639,0.262
0,"yes","no","no","no","yes","yes",0.842,0.353
0,"yes","no","yes","no","no","yes",0.797,0.353
0,"no","no","no","no","no","yes",0.316,0.301
0,"yes","yes","no","no","no","yes",0.8,0.373
0,"no","no","no","no","yes","yes",0.534,0.35
0,"no","no","no","no","no","yes",0.745,0.35
0,"no","no","no","no","no","yes",0.462,0.17
0,"no","no","no","yes","yes","yes",0.544,0.17
0,"no","no","no","no","no","yes",0.596,0.3
0,"no","no","no","no","no","yes",0.748,0.34
1,"yes","no","yes","no","no","yes",0.508,0.5
0,"no","no","no","no","yes","yes",0.747,0.21
0,"yes","no","no","no","no","yes",0.79,0.36
0,"no","no","no","no","no","yes",0.349,0.19
0,"no","no","no","no","no","yes",0.788,0.32
0,"no","no","no","no","no","yes",0.675,0.35
1,"no","no","no","yes","no","yes",0.706,0.21
0,"no","no","yes","no","no","yes",0.726,0.28
0,"no","no","no","no","no","yes",0.586,0.3
0,"yes","no","no","no","no","yes",0.778,0.36
0,"no","no","no","no","no","yes",0.803,0.27
0,"yes","no","no","no","no","yes",0.578,0.38
0,"no","no","yes","yes","no","yes",0.714,0.34
0,"no","no","yes","no","yes","yes",0.755,0.27
0,"yes","no","no","no","no","yes",0.865,0.37
0,"no","no","no","no","no","yes",0.48,0.303
0,"no","no","no","no","yes","yes",0.675,0.299
0,"yes","no","no","no","no","yes",0.762,0.37
0,"yes","yes","no","no","yes","no",0.905,0.365
0,"yes","no","no","no","no","yes",0.479,0.366
0,"no","no","no","no","yes","yes",0.727,0.33
0,"yes","no","no","no","yes","yes",0.543,0.4
0,"no","yes","no","no","yes","yes",0.847,0.27
0,"no","no","no","no","no","yes",0.775,0.29
0,"no","no","no","no","no","yes",0.64,0.31
0,"yes","yes","no","no","no","yes",0.76,0.38
0,"yes","yes","no","no","yes","yes",0.867,0.37
0,"yes","yes","no","no","no","yes",0.847,0.38
0,"no","no","no","no","no","yes",0.5,0.34
0,"yes","no","no","no","no","yes",0.797,0.42
0,"no","no","no","no","yes","yes",0.788,0.32
0,"yes","no","no","no","no","yes",0.327,0.386
0,"no","no","no","no","no","yes",0.724,0.347
0,"no","no","no","yes","yes","yes",0.657,0.244
0,"no","no","no","no","no","yes",0.449,0.23
0,"no","yes","no","no","no","yes",0.889,0.34
0,"no","no","no","no","yes","yes",0.713,0.35
0,"yes","no","yes","no","yes","yes",0.803,0.379
0,"yes","no","no","no","no","yes",0.875,0.39
0,"yes","no","no","no","no","yes",0.69,0.42
0,"no","no","no","no","no","yes",0.882,0.26
0,"yes","no","no","no","no","yes",0.751,0.43
0,"no","no","no","no","no","no",0.941,0.34
0,"no","no","no","yes","yes","yes",0.9,0.2
0,"yes","no","yes","no","no","yes",0.908,0.36
0,"no","yes","no","no","yes","yes",0.949,0.32
0,"no","no","no","no","yes","yes",0.632,0.35
0,"yes","no","no","yes","yes","yes",0.893,0.47
0,"yes","yes","yes","no","no","yes",0.777,0.39
0,"no","no","no","no","yes","yes",0.895,0.34
0,"yes","yes","no","no","no","yes",0.855,0.38
1,"yes","yes","no","no","no","yes",1.239,0.368
0,"no","no","no","no","no","yes",0.8,0.3
0,"yes","no","no","no","no","yes",0.929,0.391
0,"no","no","no","no","yes","yes",0.901,0.3
0,"yes","no","no","no","yes","yes",0.857,0.41
0,"no","no","no","no","yes","yes",0.417,0.34
0,"no","no","no","no","yes","yes",0.446,0.26
0,"no","no","no","no","yes","yes",0.376,0.35
0,"no","no","no","no","yes","yes",0.4,0.09
0,"no","no","no","no","no","yes",0.901,0.26
0,"yes","no","no","no","no","yes",0.759,0.44
0,"no","no","yes","no","yes","yes",0.783,0.35
0,"yes","no","no","no","no","yes",0.596,0.39
0,"no","no","no","no","no","yes",0.73,0.31
0,"yes","no","no","no","yes","yes",0.766,0.4
0,"yes","no","no","yes","no","yes",0.68,0.41
0,"no","no","no","no","no","yes",0.795,0.24
0,"no","no","no","no","no","yes",0.8,0.33
0,"yes","no","no","no","no","yes",0.73,0.37
0,"no","no","no","no","no","yes",0.522,0.35
1,"yes","no","yes","no","yes","yes",0.667,0.42
0,"no","yes","no","no","no","yes",0.8,0.33
0,"no","no","no","no","no","yes",0.8,0.34
0,"yes","no","no","no","no","yes",0.835,0.36
1,"no","no","yes","yes","no","yes",0.8,0.32
0,"no","no","no","no","no","yes",0.787,0.32
0,"no","no","no","no","no","yes",0.806,0.27
0,"no","no","no","yes","no","yes",0.474,0.33
0,"yes","no","no","no","no","yes",0.714,0.38
0,"yes","yes","no","no","no","yes",0.716,0.36
0,"no","no","no","no","no","yes",0.798,0.24
0,"no","no","no","no","no","yes",0.755,0.32
0,"yes","no","no","no","yes","yes",0.312,0.38
0,"yes","no","no","no","no","yes",0.448,0.38
0,"no","no","no","no","yes","yes",0.8,0.25
0,"no","no","no","no","yes","yes",0.8,0.32
0,"no","yes","no","no","yes","yes",0.866,0.31
0,"no","no","no","no","yes","yes",0.625,0.33
0,"no","yes","no","no","yes","yes",0.894,0.35
0,"no","no","no","no","no","yes",0.803,0.33
0,"no","no","no","yes","no","yes",0.8,0.31
0,"no","no","no","no","yes","yes",0.777,0.3
0,"no","no","no","no","no","yes",0.527,0.26
1,"no","yes","yes","no","yes","yes",0.754,0.32
1,"no","no","no","no","yes","yes",0.814,0.35
